restaurant_name,location,price_for_2,din_rating,din_count,del_rating,del_count
Sri Balaji Bhavan,GST Road,300,3.8,132,3.8,3020
Dindigul Rich Seeraga Samba Biryani Kadai,Madipakkam,400,3.1,132,3.8,859
Cake Paradise,Ramapuram,500,4.1,105,3.9,53
Spicy Eats,Mogappair,650,3.8,70,3.8,1873
New Kebab Express,Taramani,500,3.2,99,3.6,4642
Udipi Hotel Anugraha,Porur,450,3.8,135,4,1883
Amsavalli Bhavan,Anna Nagar West,450,3.7,118,3.8,1856
Mabrook Restaurant,Sholinganallur,450,3,131,3.5,4468
Chennai Chat,Ashok Nagar,400,3.8,90,4,1122
Cafe Adoniya,Chetpet,650,3.4,74,3.9,200
Royal Biriyani,Perungudi,500,3.8,143,None,Not enough Delivery Reviews
Juice Berries,Padur,300,None,Does not offer Dining,4,4820
CM Hotel,Ramapuram,350,3,94,3.9,56
The Cake Studio,Purasavakkam,400,3.8,97,None,Does not offer Delivery
Get Baked,Anna Nagar East,300,None,Does not offer Dining,4.4,108
Turkey Kebab,Washermenpet,500,3.8,120,4,3299
Hotel Metro Sagar,Saidapet,600,3.3,126,4,1636
The Samosa Factory,Anna Nagar East,150,None,Does not offer Dining,4.1,353
Friends Cake Castle,Kilpauk,500,3.7,66,3.9,518
Spicy Kitchen,Velachery,400,None,Does not offer Dining,3.5,3639
Auro Pizza,East Coast Road (ECR),600,3.3,76,4,142
Hotel Sudha,Egmore,450,2.5,102,4.2,418
The Royal'z Biriyani & Kabab's,Thousand Lights,300,3.4,135,3.6,4473
Nimi's Oven,Ashok Nagar,450,3.9,100,4.2,146
Afrah's kebab kitchen,Vadapalani,200,3.7,111,3.8,945
Daniel's Kitchen,Ramapuram,200,3.7,124,3.7,1624
Madurai Rajammal Mess,Neelangarai,450,3.9,93,3.4,444
The Brownie Studio,Ambattur,300,4,128,3.8,219
Mannah,Kodambakkam,800,3.8,108,None,Does not offer Delivery
Chendur,Saidapet,650,3.9,116,3.8,1426
Amirunnisa Biriyani,Triplicane,250,3.5,127,4,582
National Bhavan,Sowcarpet,200,4,139,None,Not enough Delivery Reviews
Rang Mahal,Purasavakkam,800,3.7,118,3.9,986
96 Restaurant,Poonamalle,500,3,125,3.6,6288
JCS Food Point,Thiruvallur,300,3.8,71,4.1,446
Sri Kumaran Chettinadu Hotel,Thuraipakkam,250,3.7,133,3.6,9627
Reddy Andhra Mess,Aminijikarai,300,None,Does not offer Dining,4,3120
Mistletoe-Original Milkshakes,Ramapuram,250,4,122,4.2,951
Hotel Srinivas,Avadi,400,3.9,140,None,Not enough Delivery Reviews
Grill Idan,T. Nagar,600,3.7,110,3.4,1681
Kareem's Biriyani Paradise,Kodambakkam,550,3.1,71,3.8,856
Adyar Bakery,Adyar,300,3.5,117,4.2,130
Mattkaa - Chaat Cafe,Mylapore,250,4,68,3.7,522
Hot Dosai,"OMR Food Street, Navallur",450,3.5,117,3.9,4732
Gogo Momo,Alwarpet,300,None,Does not offer Dining,4,1097
Sweet Truth,Porur,300,None,Does not offer Dining,4.2,1017
Steakout,Anna Nagar East,350,3.8,111,4.2,2179
Aaram Restaurant,Valasaravakkam,500,3.8,100,3.9,558
Igloo,Nungambakkam,250,2.4,87,3.1,34
Wok To Dhaba,"Hotel Mamallaa Heritage, East Coast Road (ECR)",800,3.4,86,None,Does not offer Delivery
AFC,Vepery,350,3.8,95,4,170
Kanji Kadai,"OMR Food Street, Kandanchavadi",300,4,91,None,Not enough Delivery Reviews
Hot Spice Kitchen,Valasaravakkam,500,3.8,129,None,Not enough Delivery Reviews
Madras Hotel,Ramapuram,400,3.7,108,3.8,3946
Olala Halal Food Zone,GST Road,400,3.7,146,3.9,1126
Vaishno Thali,Thiruvanmiyur,250,None,Does not offer Dining,3.7,3573
Asli Muslim Biryani,Ambattur,350,3.7,79,4,5994
Clay Pot Multi-Cuisine Restaurant,Navallur,400,3.8,139,3.3,3323
The Good Bowl,Porur,500,None,Does not offer Dining,3.9,2650
Bharath Restaurant,"Gokulam Park Hotel, Ashok Nagar",700,3.5,103,3.9,436
The Pasta,Chromepet,250,2.8,125,3,1308
AL Maas Biryani,Nungambakkam,400,3.8,113,3.8,4763
Kasivinayaga Mess,Triplicane,200,4,120,None,Does not offer Delivery
Nite Bite,Saidapet,450,3.6,119,4.3,1429
Hotel Aboorvam,Vadapalani,300,2.8,64,3.8,2141
Motel Highway Adhinath,Poonamalle,350,3.7,95,None,Does not offer Delivery
Samosa Treat,Medavakkam,150,3.8,84,3.8,795
Raintree -Taj Connemara,Anna Salai,2800,4.1,108,None,Does not offer Delivery
Al Faham,Vepery,600,3.1,124,3.5,5598
Hotel Milan,Velachery,600,2.9,110,3.4,915
Sukha Nivas,Mylapore,400,3.4,108,4.1,1318
Abba Fast Food,Anna Nagar West,250,4,116,None,Does not offer Delivery
Middle Class,T. Nagar,200,3.6,123,3.3,6074
Bhai Kadai,Nanganallur,350,3.7,91,4,1009
Yummy,Mogappair,400,3,124,3.6,1164
Arya Bhavan,Kolathur,450,3.3,104,4,668
Taj Restaurant,Poonamalle,400,3.8,122,4,1480
The Bagel Pot,"OMR Food Street, Ambattur",450,4,88,3.9,118
Udipi Shankar Bhavan,Aminijikarai,200,3.9,119,4.2,9214
Reena Paul's Kitchen,Anna Nagar West,300,None,Does not offer Dining,4.3,373
Food Track,Kodambakkam,500,3.9,96,4.1,305
The Arab Station,"OMR Food Street, Navallur",200,3.8,103,4.2,1303
Charcoal Kitchen,Injambakkam,1500,3.2,66,None,Not enough Delivery Reviews
Antidote,Anna Nagar East,400,3.9,104,3.8,731
Amaravathi,Akkarai,600,3,75,3.2,334
Twisty Tails,Alwarpet,1000,3.1,89,None,Does not offer Delivery
Taj Thalapakattu Biryani,Chengalpattu,300,3.8,125,3.7,8048
Marrybrown,Pallavaram,500,2.6,91,3.9,1660
Adambakkam Mogul Biryani,Adambakkam,400,3.4,127,4,794
The Pizza,Chromepet,300,2.8,125,3.3,977
Bonfire,T. Nagar,500,3.7,96,3.6,369
Shree Lalithaa Bhavan,T. Nagar,450,3.9,116,3.6,6967
HM Burger Point,Thiruvanmiyur,200,2.6,121,3.9,1539
Tattu Idly & Variety Dosa shop,Perambur,150,None,Does not offer Dining,3.9,1581
Madrasapattinam,"Hotel Marina Inn, Egmore",500,3.7,85,3.9,65
The Brown Bean,Vadapalani,500,3.8,74,4.1,926
Cake a Lishious,Kilpauk,700,3.8,37,None,Does not offer Delivery
Oink,Nungambakkam,500,None,Does not offer Dining,4.5,409
Slounge - Lemon Tree Shimona,"Lemon Tree Shimona, Ramapuram",2000,3.8,107,None,Does not offer Delivery
Samudra - Trident,"Trident, GST Road",3000,3.3,63,None,Does not offer Delivery
Balle Balle,Shenoy Nagar,300,3.8,83,3.7,164
Konaar's Biryani,Tambaram,550,3.5,99,None,Not enough Delivery Reviews
Visitors Restaurant,T. Nagar,800,3.6,114,3.9,6975
Meenam,"Harrisons Hotel, Nungambakkam",1100,3.7,90,3.9,92
Queens Court,Potheri,200,3.9,140,None,Not enough Delivery Reviews
Arabian Delights,Mogappair,500,2.7,104,3.6,664
Sri Durga Bhavan,Madipakkam,250,3.8,117,None,Does not offer Delivery
Sai Sandwich,Medavakkam,250,3.8,87,3.6,350
Gannet,Nungambakkam,450,3.9,106,3.9,37
Kays Bakes,Royapuram,650,None,Does not offer Dining,4.4,92
Madras Machan's,Old Mahabalipuram Road (OMR),700,3.9,86,None,Does not offer Delivery
Hot Touch,George Town,550,3.8,123,4.1,118
Salem Thattu Vadai Kadai,K.K. Nagar,350,3.4,90,4.1,351
Mamee Soup,West Mambalam,60,4.1,115,None,Does not offer Delivery
Rukku Aya Kadai,Kodambakkam,150,3.7,106,3.8,500
Paprikaas,Saidapet,300,3.9,119,4,5816
Dasa Dozza,"Express Avenue Mall,Royapettah",500,2.8,66,None,Does not offer Delivery
The Bar,"Fairfield by Marriot, Chengalpattu",1200,3.3,83,None,Does not offer Delivery
Lobby Lounge - The Leela Palace,"The Leela Palace, MRC Nagar",2500,4.1,87,None,Does not offer Delivery
Juice'r rus,Nungambakkam,300,3.6,81,4.2,734
Cafe Clock,Gopalapuram,400,None,Does not offer Dining,4.5,1049
Al- Baaqee,Medavakkam,600,3.7,115,3.9,1551
Rahman Biriyani,Old Mahabalipuram Road (OMR),300,2.2,117,3.5,6099
Zia Malaysian Parotta City,"OMR Food Street, Navallur",500,3.4,73,3.4,625
Hot Drum,Kodambakkam,500,3.4,93,4,1553
Biriyani Fort,Medavakkam,450,3.5,89,3.7,797
GK Veg Restaurant,Tambaram,200,2.5,109,3.8,456
Cafe Siciliano,Nungambakkam,800,3.6,63,None,Not enough Delivery Reviews
Aruna Hotel,Sholinganallur,300,None,Does not offer Dining,3.3,4015
Cane Twist,Velachery,200,4,82,3.9,786
Hotel Chaitra,Mylapore,200,3.6,112,4.2,935
Kairali Kerala Mess,Kodambakkam,350,3.8,93,4,742
D.A Brother's Food Corner,Ramapuram,350,3.9,111,4,5844
Kiran Shree Sagar,Karapakkam,250,3.8,107,3.6,731
Earthen Oven -WelcomHotel,"WelcomHotel, RK Salai (Cathedral Road)",2700,3.6,50,None,Does not offer Delivery
Shankar Chat Bhandar,Anna Nagar East,150,3.7,111,None,Does not offer Delivery
Paarambariyas Traditional Veg Restaurant,Thiruvanmiyur,150,3.9,95,4.2,1137
Hot Chinese,Kodambakkam,400,None,Does not offer Dining,3.7,6943
Firangi Bake,Navallur,400,None,Does not offer Dining,4,1282
Godavari,Navallur,500,3.8,113,3.4,9315
Hotel Sakthi Tiffin Center,Mogappair,150,3.8,91,4.1,8496
Hot Chapatis and Curries,Madipakkam,450,3.7,91,3.8,991
Hotel Nellai,K.K. Nagar,600,3.6,118,3.8,8856
Cake Park,T. Nagar,400,3.7,73,4.3,266
Kabuki,Nungambakkam,1500,3.8,77,3.9,28
FryYo,Thiruvanmiyur,300,3.3,78,4,1255
Tulsi Foods,Mylapore,400,3.8,102,3.8,265
Chapati Parantha Chaat & Snacks,Thiruvanmiyur,150,3.3,71,4.3,1913
Al Sharjah,Mogappair,650,3,88,4,653
Milda Naturals,Anna Nagar East,300,3.8,79,3.9,45
Jayruka Delicacies,Anna Nagar West,400,4.1,103,3.8,1858
Melange,"Mercure, Sriperumbudur",1500,3.7,44,None,Does not offer Delivery
Spices Kerala Restaurant,Perungudi,500,3.4,65,None,Not enough Delivery Reviews
Fruit Punch,"Express Avenue Mall,Royapettah",300,3.5,79,None,Does not offer Delivery
Searock Restaurant,Mahabalipuram,800,4,73,None,Not enough Delivery Reviews
Topi Vappa Biryani,Madipakkam,400,3.6,90,4,2001
Pandiaas Multi Cuisine Restaurant,Navallur,500,3.1,74,3.8,286
Oceana's Multicuisine restaurant,Perungudi,550,3.5,111,3.6,6632
Wings Bar,Vandalur,800,3.4,25,None,Does not offer Delivery
Al Moghal Biriyani,T. Nagar,200,3.9,113,3.9,9140
BBQ Ride,"OMR Food Street, Navallur",200,3.6,78,4,267
Adyar Sree Bhavan,Adyar,300,3.8,98,3.9,581
Ajwa Arabian Dines,Royapettah,400,3.9,94,None,Not enough Delivery Reviews
SLounge - Lemon Tree,"Lemon Tree Hotel, Guindy",2000,3.1,84,None,Does not offer Delivery
Something Fishy,Mylapore,400,None,Does not offer Dining,3.8,303
The Rock N Roll Cafe,Potheri,550,3.9,84,3.8,150
Nivedhanam Veg International,Mylapore,550,3.1,99,3.9,237
Neyyar,St. Thomas Mount,600,3,61,3.6,598
Biryani Culture,"OMR Food Street,Thuraipakkam",500,2.9,101,3.6,3502
Absolute Arusuvai,T. Nagar,400,4,106,4,3540
Soman Unavagam,Kolathur,350,3.7,112,4,2476
Muthamizh Restaurant,Perambur,300,3.9,137,4.1,449
Ramzan Biriyani,Ambattur,450,2.8,107,3.9,2975
The Tickle Truck,Thiruvanmiyur,200,None,Does not offer Dining,4.3,99
Hotel Uppu Saaru,Kolathur,700,3.7,93,3.7,1254
Ayur Square,Velachery,500,4.1,69,4.1,366
Geetha Cafe,Medavakkam,150,3.8,110,4,2459
Tanjavur Military Hotel,Park Town,250,None,Does not offer Dining,3.8,128
Palms Kitchen,"Fairfield by Marriot, Chengalpattu",1400,3.7,92,3.3,40
The Bench Cafe,Ambattur,500,3.5,69,3.6,146
SS Aashiq Biryani,Porur,450,None,Does not offer Dining,3.6,7207
Bismi Hotel,George Town,300,3.7,101,None,Does not offer Delivery
Perambur Sri Srinivasa,Kolathur,400,3.9,118,4,2713
Lassi Junction,Anna Nagar West,100,3.6,95,4.1,2761
Annachi Dosai Kadai,Injambakkam,500,2.1,74,None,Does not offer Delivery
Amaze,Perungudi,300,3.5,83,3.6,1473
Annam Cafe,"Phoenix Market City, Velachery",1000,3.4,40,None,Does not offer Delivery
Day buy Day Shawarma,Perambur,150,3.7,113,3.9,1297
Shake N Shake,Pallavaram,300,2.9,101,3.3,1706
The Eatery - Four Points By Sheraton Chennai OMR,Old Mahabalipuram Road (OMR),800,3.9,85,3.9,31
Salem RR Restaurant,Thousand Lights,500,3.7,69,4.1,4890
Ice Cream Works,Thiruvanmiyur,300,3.9,85,4.2,348
Asal Biriyani,T. Nagar,500,3.6,102,3.6,505
Shri Anandhaas,Pallikaranai,450,3.3,93,3.7,1525
Sri Sindhu Bhavan,Perambur,400,3.5,124,4.2,837
Royal Fast Food,Thousand Lights,200,3.7,50,3.7,3459
Haji Ali Juice Centre,Chetpet,600,3.7,66,4.2,187
Amigo Food Court,Selaiyur,600,3.5,87,3.5,2241
The Balcony Cafe,Nungambakkam,600,2.9,51,4.1,121
Cheese And Spicy World,Ramapuram,400,3.8,109,3.4,87
Dubai Kitchen,Neelangarai,700,2.4,103,None,Not enough Delivery Reviews
Atho Kadai,Anna Nagar West,250,3.8,102,4,1923
Splendour,"Vestin Park Hotel, Egmore",1100,2.9,33,None,Does not offer Delivery
Soman Unvagam,Perambur,400,3.6,108,3.8,1257
Cakes & Pies,Maduravoyal,350,3.8,63,None,Not enough Delivery Reviews
Kebabians,Potheri,300,3.7,102,4,309
Madurai Saradha Mess,Anna Nagar East,300,3.4,108,4.1,2672
Tea Break,Sholinganallur,350,3.7,110,3.7,7173
Baskin Robbins,Besant Nagar,200,3.7,63,None,Not enough Delivery Reviews
Moon Spoon,Teynampet,500,None,Does not offer Dining,3.7,2842
Al Taj Biryani,Triplicane,300,3.8,104,4.3,2506
Mud Koffee,Besant Nagar,200,3.9,70,None,Does not offer Delivery
Nellai Chettinadu,Maduravoyal,300,3.6,109,3.7,7455
Five Star Chicken,GST Road,300,2.9,98,3.6,4675
Nawabs,Anna Nagar East,600,None,Does not offer Dining,3.7,138
Sea Breeze,"JP Hotel, Koyambedu",1300,3.6,66,None,Does not offer Delivery
Tranquebar - ITC Grand Chola,"ITC Grand Chola, Guindy",3000,3.7,60,None,Does not offer Delivery
Saravana Mess,Nungambakkam,200,None,Does not offer Dining,3.9,4146
Chaat Chatore,Porur,150,3.9,51,3.8,510
Ratri Cafe,Chromepet,200,3.9,95,3.8,671
Arjun Mummy Daddy Andhra Mess,Velachery,450,None,Does not offer Dining,3.9,3076
Sporty Cafe,Madipakkam,500,4,91,4.2,298
Keys Cafe - Keys Select Hotel,"Keys Hotel, Thiruvanmiyur",1000,3.1,90,None,Not enough Delivery Reviews
Cream Affair,Nungambakkam,300,3.9,70,3.9,43
Seena Bhai,Kilpauk,200,None,Does not offer Dining,3.8,74
Burger & Sandwich Treat,West Mambalam,350,3.5,101,3.4,1863
Twinkle Dipz,"OMR Food Street, Guduvancheri",250,3.9,87,3.9,1831
Sathyam Vegetarian Restaurant,Kanchipuram District,300,3.9,97,None,Does not offer Delivery
Soo Meen,Taramani,300,3.8,48,4,107
Burger Beast,Tambaram,250,None,Does not offer Dining,3.3,118
Madurai Sri Bhavan,Thiruvanmiyur,100,3.6,72,3.9,2813
BakeHouse23,Chetpet,150,None,Does not offer Dining,3.5,71
24x7 Bytes,"Gokulam Park Sabari - OMR, Old Mahabalipuram Road ",1100,3.1,83,3.7,147
Whatsup Multicuisine Restaurant,Sholinganallur,450,3.8,110,3.8,6941
Restogram,Kodambakkam,450,3.8,102,4,1671
Vallavan Restaurant,Arumbakkam,400,3.6,116,None,Not enough Delivery Reviews
Biryani Darbar,Virugambakkam,500,3,101,3.2,838
Arabica,Sholinganallur,500,3.5,91,3.7,945
Food First,Thiruvanmiyur,600,3.2,74,4,733
Al Arafah Restaurant,Santhome,400,3.6,84,None,Not enough Delivery Reviews
Hotel Quality,Alwarpet,500,3,64,3.7,737
The Golden Palate,"Hotel Mamallaa Heritage, East Coast Road (ECR)",800,3.3,80,None,Does not offer Delivery
Kottayam Cafe,Mogappair,250,4,92,4,439
Zahoor,Thousand Lights,500,3.8,111,3.7,5536
Royal Chef,Medavakkam,550,3.4,94,3.4,1425
Hotel Sarmani,Royapettah,450,3.7,74,4.2,3772
Radhay Chats,Purasavakkam,150,3.7,92,3.8,343
Seena Vaana Chettinad Hotel,Palavakkam,500,3.7,99,4,149
Bambino Beach Restaurant,Mahabalipuram,800,3.8,45,None,Not enough Delivery Reviews
Sai Dev Andhra Meals,Perungudi,200,3.2,78,3.7,4424
Hotel Sangam,Anna Salai,350,3.5,113,3.8,1986
Al - Mabrook,Choolaimedu,500,None,Does not offer Dining,3.7,4717
Hare Krishna Restaurant,Parrys,200,3.8,101,4,1093
Emo Restaurant,Potheri,400,2.9,88,3.8,978
Fried N Fries,GST Road,250,3.6,94,3.1,2839
Food Affair,Virugambakkam,450,4,77,None,Does not offer Delivery
Kistappa,"SKLS Galaxy Mall, Redhills",300,3.8,90,4,6673
Arcot Biriyani,Ambattur,500,3.5,87,3.7,3651
Woodlands T.R.,T. Nagar,350,2.5,66,3.8,82
Bhuuva,Nungambakkam,400,3.7,60,3.6,1539
Mashawi,George Town,500,None,Does not offer Dining,4,62
Idli Xpress,Velachery,150,3.9,89,3.8,571
Apsara Ice Creams,Besant Nagar,400,3.9,56,4.3,196
Akshaya,Purasavakkam,300,3.7,83,4.1,1729
Brew Bites,"Vestin Park Hotel, Egmore",550,3.6,83,None,Not enough Delivery Reviews
Hotel Vishal Bhavan,Porur,350,3.6,83,3.5,2125
Zero Base,Karapakkam,500,3.7,81,3.7,909
Hotel Jordan,Ramapuram,300,3.3,89,3.5,1281
Erode Amman Mess,Thiruvanmiyur,600,None,None,None,None
Lite Tiffin,Kilpauk,350,None,Does not offer Dining,3.2,887
Hotel Janapriya,Egatoor,600,3.8,89,3,3868
L'Orange,Anna Nagar East,500,2.9,75,3.8,661
Caffe Time,Ashok Nagar,150,3.8,72,3.4,180
Cake Tower,Selaiyur,350,3.8,83,None,Not enough Delivery Reviews
Halal Kattu Biryani,Saligramam,300,3.6,78,3.6,8289
Hotel Vasantham,Sholinganallur,200,3.4,54,3.9,1240
Pizza Deli,Nungambakkam,500,3.5,69,3.4,1063
Lo-cal By Dumbell,Nungambakkam,1000,3.8,55,None,Not enough Delivery Reviews
Jayaram Mittai,Chromepet,250,3.9,108,3.8,3648
Crystal Bar,"Hotel Ranjith, Nungambakkam",1300,4,78,None,Does not offer Delivery
Betel Leaf,Kodambakkam,750,3.5,54,3.6,123
Filtered Momo,GST Road,250,None,Does not offer Dining,3.4,1348
Umar Kebab Corner,Anna Salai,400,3.5,96,4,1158
Chennai Franky,Anna Nagar East,150,3.7,92,4.1,3184
Grand Arabia,Padur,450,3.8,97,None,Not enough Delivery Reviews
Eat & Treat Cafe,Old Mahabalipuram Road (OMR),350,4,70,3.4,299
Hotel Rolex,Chetpet,600,2.9,80,3.6,732
The Cake Shop - The Leela Palace,"The Leela Palace, MRC Nagar",400,3.9,53,None,Does not offer Delivery
Arabi Sutta Kozhi,Adambakkam,450,None,Does not offer Dining,3.7,1447
Spicy Kitchen,Thuraipakkam,350,None,Does not offer Dining,3.6,5693
The Chowmein Shop,Thuraipakkam,400,3.7,62,3.5,174
BIB - Breakfast in the BOX,Adyar,400,None,Does not offer Dining,4,552
Fun N Bun,Chromepet,300,None,Does not offer Dining,3.2,1472
Yummy Tummy (The Food Hunters),Chromepet,450,3.1,87,3.3,1042
Anees Biryani and Kebab Centre,Choolaimedu,400,3.3,94,3.9,261
Mano's Kitchen,Tiruvottiyur,450,3.8,90,4.2,5086
Brindha Bhavan,Palavakkam,300,3.8,66,3.9,2632
The Chennai's Cake Forest,Navallur,400,3.4,62,4.1,408
Sasi's Kitchen,Madhavaram,400,3.6,78,3.6,3184
Munch,Mylapore,400,3.1,78,3.9,825
Wraps & Rolls,Shenoy Nagar,200,None,Does not offer Dining,3.8,2672
Kullukki,Anna Nagar East,300,None,Does not offer Dining,4,1889
Alagar Restaurant,Ashok Nagar,500,3.7,68,4.1,225
Ritz,Kilpauk,500,3.1,84,4.1,841
The Grill Corner,Avadi,200,3.9,49,None,Not enough Delivery Reviews
Hot Breads,Anna Nagar East,450,3,43,None,Does not offer Delivery
Sri Ganesh Bhavan,Selaiyur,300,3.8,107,3.8,9252
Desire,Ekkaduthangal,500,3.7,101,None,Not enough Delivery Reviews
Cafe Zero,Navallur,500,4,82,4.2,534
New Chennai Durbar,Semmancheri,500,3.6,91,3.9,458
Mithaiwale,"OMR Food Street, Kandanchavadi",250,2.6,40,3.5,872
Marina Kitchen,Mylapore,900,2.9,39,3.2,35
Nasta Kitchen,Kolathur,300,3.5,70,3.5,3602
Rehoboth Victory Fried Chicken,Ashok Nagar,350,3.1,84,4.1,1131
Shahi Moghul House,Royapettah,200,4,102,None,Does not offer Delivery
The Tea Factory,Kilpauk,600,3.1,48,3.2,63
R K Agarwal's Sweets & Snacks,T. Nagar,300,3.4,28,None,Not enough Delivery Reviews
Twist - Turyaa Chennai,Turyaa Chennai ,1500,3.9,83,None,Does not offer Delivery
Ginger Resto And Cafe,Tambaram,500,3.8,64,3.8,83
Undercover,Guindy,1400,3.7,39,None,Does not offer Delivery
The Famous Kitchen,Potheri,400,3.6,85,4,2335
Brew Leaf,Kanchipuram District,550,3.4,85,3,855
Madras Subs & Salads,Adyar,350,None,Does not offer Dining,3.8,620
Astoria Veg,Old Mahabalipuram Road (OMR),700,4,79,None,Not enough Delivery Reviews
Hotel Guru,Mahabalipuram,500,4,83,None,Not enough Delivery Reviews
Frosticks,"Forum Vijaya Mall, Vadapalani",250,3.8,48,None,Does not offer Delivery
Namakkal Kozhi Biryani,Porur,300,None,Does not offer Dining,3.9,2670
Khao India,"Chennai Food Town, Thuraipakkam",450,3.7,70,3.7,1255
Street Foods By Punjab Grill,Anna Nagar West,450,3.6,80,None,Not enough Delivery Reviews
Box It,Vadapalani,350,None,Does not offer Dining,4.2,765
Home Blend,Navallur,150,None,Does not offer Dining,3.9,642
Little India,Vadapalani,400,3.7,52,4.2,214
Hotel Khaja Empire,Park Town,450,3.3,79,3.7,3211
J M Pork Shop,Valasaravakkam,400,3.8,98,3.9,207
Biryani Spice House,Medavakkam,700,3.8,93,3.9,1371
Rajasthani Restaurant,Potheri,300,3.7,95,None,Not enough Delivery Reviews
Crispy Roosters,Ramapuram,400,3.7,83,3.9,6102
KVR Navayuga,Alwarpet,600,3.7,74,4.1,941
Shri Sakthi Fast Food,Nanganallur,400,3.8,113,None,Not enough Delivery Reviews
Arabian Treats,Ambattur,300,3.1,64,3.5,3098
Lassiwala,Selaiyur,350,3.9,65,3.8,532
Hot and Chill,Vepery,250,3.7,92,None,Does not offer Delivery
Ajmal Biriyani Center,Mylapore,350,3.7,80,None,Not enough Delivery Reviews
Taj Multicuisine Restaurant,Potheri,300,3.5,86,3.6,3918
Hyderabadi Irani Chai,"OMR Food Street, Guduvancheri",100,3.7,78,4.2,814
Lips,Anna Nagar East,400,3.7,79,4,189
Fennel,"Grand Residence Hotel, Porur",1200,3.1,59,3.7,793
Gelato Italiano,"Phoenix Market City, Velachery",200,3.6,65,3.9,45
Titanic,Triplicane,400,3.8,97,3.9,1158
Juice Junction,Arumbakkam,300,3.9,83,4.3,1461
Mithaas Sweets & Chaats,Royapuram,200,3.6,56,3.6,920
Kashti,Ambattur,450,2.9,41,None,Does not offer Delivery
Pulp Fiction,"Massbunk Complex, Purasavakkam",300,4,88,4.1,2520
JOJO's Char-Grill,Aminijikarai,500,3.7,92,3.6,481
Hotel Nagarathaar,Porur,400,3.6,67,3.8,4632
Bon Chocolate,K.K. Nagar,350,3.8,44,3.9,28
Gossips,Ramapuram,500,4,70,3.9,48
Palimaar,Egmore,400,3.1,77,3.9,283
Swaad Punjab Ka,Anna Nagar East,400,None,Does not offer Dining,3.9,971
Cake My Day,Red Hills,400,3.1,19,3.6,425
Yaa Rahman Biriyani,Saligramam,250,3.1,75,2.3,1380
Valima Biriyani,George Town,250,3.8,99,None,Not enough Delivery Reviews
Hung' Bites & Cafe,GST Road,450,3.8,59,3.8,47
Pizza Castle,Anna Nagar West,350,3.6,66,3.8,1227
Wow Beef World,Choolaimedu,350,3.6,64,3.6,3169
UFO - Ultimate Food Outlet,Saligramam,300,3.5,49,3.4,297
Saldo,Adyar,500,None,Does not offer Dining,4.1,603
Icecap,Ramapuram,200,3.8,74,None,Not enough Delivery Reviews
Atithi Khana,RA Puram,200,None,Does not offer Dining,4.2,62
Cookie Man,"Phoenix Market City, Velachery",140,None,Does not offer Dining,4.2,104
V Lounge Cafe and Restaurant,Nungambakkam,500,3.8,63,None,Not enough Delivery Reviews
Lemon Grass Restaurant,Avadi,800,3.2,60,3.8,378
Casa Tandoor,Karapakkam,600,3.8,83,3.8,72
Zarinas,Virugambakkam,600,3.4,89,3.9,500
Aruvi Veg Restaurant,Tambaram,650,3.6,81,4.1,2804
Lassi Cream,MRC Nagar,200,3.6,61,4,2254
New Rangis,Alandur,500,3.8,66,4.1,310
Night Ready Food,Kodambakkam,450,None,Does not offer Dining,4,4536
Biryani Kadai,Perambur,500,2.9,73,3.4,3454
Pubg Burger,Chromepet,400,3.4,70,3.4,1830
